"x"
"1";124.4
"2";458.4
"3";340
"4";402.2
"5";428.7
"6";430.8
"7";448.3
"8";376.4
"9";164
"10";265.9
"1";346.1
"2";217
"3";264.6
"4";247
"5";468.6
"6";361.8
"7";466.9
"8";450.1
"9";284
"10";344.9
"1";276.2
"2";309.8
"3";235.6
"4";416.7
"5";280.1
"6";354.9
"7";519.7
"8";249.4
"9";514.4
"10";132.9
"1";246.5
"2";148
"3";371.1
"4";563.1
"5";224.4
"6";452.9
"7";537.6
"8";247.8
"9";447.7
"10";237.4
"1";251.1
"2";437.4
"3";498
"4";273.8
"5";335.7
"6";504.1
"7";282.1
"8";254.8
"9";481.7
"10";156.8
"1";446.2
"2";410.6
"3";320.5
"4";231.8
"5";280.1
"6";284
"7";432.9
"8";281.8
"9";339.4
"10";119
"1";247.5
"2";371.9
"3";320.1
"4";371.4
"5";471.6
"6";230.6
"7";339.9
"8";363.1
"9";339.9
"10";235.6
"1";0
"2";501
"3";390
"4";437.4
"5";588
"6";307.4
"7";342.8
"8";182.6
"9";525.3
"10";93.4
"1";92.2
"2";475.6
"3";346
"4";499.4
"5";465.1
"6";421.9
"7";284.8
"8";333.1
"9";282.4
"10";90.4
"1";66.4
"2";564.1
"3";229.7
"4";325
"5";313.8
"6";554.8
"7";210
"8";495
"9";418.6
"10";120.2
"1";124.4
"2";458.4
"3";340
"4";418.1
"5";428.7
"6";417.8
"7";448.3
"8";376.4
"9";164
"10";265.9
"1";346.1
"2";217
"3";264.6
"4";247
"5";468.6
"6";361.8
"7";390.7
"8";450.1
"9";311.2
"10";344.9
"1";276.2
"2";309.8
"3";235.6
"4";416.7
"5";280.1
"6";354.9
"7";517.6
"8";274.6
"9";514.4
"10";132.9
"1";246.5
"2";148
"3";371.1
"4";563.1
"5";265.2
"6";452.9
"7";537.6
"8";247.8
"9";447.7
"10";236.7
"1";251.1
"2";437.4
"3";498
"4";273.8
"5";370.2
"6";464.4
"7";282.1
"8";254.8
"9";481.7
"10";156.8
"1";446.2
"2";410.6
"3";320.5
"4";231.8
"5";280.1
"6";284
"7";432.8
"8";289.6
"9";339.4
"10";119
"1";247.5
"2";371.9
"3";320.1
"4";323.3
"5";488.5
"6";230.6
"7";339.9
"8";363.1
"9";339.9
"10";235.6
"1";0
"2";508.6
"3";390
"4";437.4
"5";588
"6";307.4
"7";342.8
"8";182.6
"9";525.3
"10";93.4
"1";92.2
"2";475.6
"3";346
"4";499.4
"5";465.1
"6";421.9
"7";284.8
"8";333.1
"9";282.4
"10";90.4
"1";66.4
"2";564.1
"3";229.7
"4";325
"5";313.8
"6";554.8
"7";210
"8";495
"9";418.6
"10";120.2
"1";124.4
"2";458.4
"3";340
"4";402.2
"5";428.7
"6";430.8
"7";448.3
"8";376.4
"9";164
"10";265.9
"1";346.1
"2";217
"3";264.6
"4";247
"5";468.6
"6";361.8
"7";390.7
"8";450.1
"9";311.2
"10";344.9
"1";276.2
"2";309.8
"3";235.6
"4";416.7
"5";280.1
"6";354.9
"7";519.7
"8";249.4
"9";514.4
"10";132.9
"1";246.5
"2";148
"3";371.1
"4";563.1
"5";224.4
"6";452.9
"7";537.6
"8";247.8
"9";447.7
"10";237.4
"1";251.1
"2";437.4
"3";498
"4";273.8
"5";370.2
"6";464.4
"7";282.1
"8";254.8
"9";481.7
"10";156.8
"1";446.2
"2";410.6
"3";320.5
"4";231.8
"5";280.1
"6";284
"7";432.9
"8";281.8
"9";339.4
"10";119
"1";247.5
"2";371.9
"3";320.1
"4";323.3
"5";488.5
"6";230.6
"7";339.9
"8";363.1
"9";339.9
"10";235.6
"1";0
"2";501
"3";390
"4";437.4
"5";588
"6";307.4
"7";342.8
"8";182.6
"9";525.3
"10";93.4
"1";92.2
"2";475.6
"3";346
"4";499.4
"5";465.1
"6";421.9
"7";284.8
"8";333.1
"9";282.4
"10";90.4
"1";66.4
"2";564.1
"3";229.7
"4";325
"5";313.8
"6";554.8
"7";210
"8";495
"9";418.6
"10";120.2
"1";246.5
"2";148
"3";371.1
"4";563.1
"5";224.4
"6";452.9
"7";537.6
"8";247.8
"9";447.7
"10";237.4
"1";246.5
"2";148
"3";371.1
"4";563.1
"5";224.4
"6";452.9
"7";537.6
"8";247.8
"9";447.7
"10";237.4
"1";246.5
"2";148
"3";371.1
"4";563.1
"5";224.4
